순번,발급사,BIN,전표인자명,개인/법인,브랜드,신용/체크,등록/수정일자,변경사항,비고
832,KB국민카드,460205,KB국민카드,개인,비자,신용,,,
833,신한카드,460561,신한카드체크,개인,비자,체크,,,
834,신한카드,461723,신한카드선불,개인,비자,기프트,,,
835,신한카드,461724,신한카드,개인,비자,신용,,,
836,하나카드,461771,하나카드,개인,비자,신용,,,
837,전북은행,461774,전북JB카드,개인,비자,신용,2022. 10,매입사 변경,
838,전북은행,461775,전북JB카드,법인,비자,신용,2022. 10,매입사 변경,
839,신한카드,461954,신한카드체크,개인,비자,체크,,,
840,하나카드,461980,하나카드,개인,비자,신용,,,
841,씨티카드,462890,씨티카드,개인,비자,신용,,,
842,현대카드,462898,현대비자개인,개인,비자,신용,,,
843,KB국민카드,463235,KB체크카드,개인,비자,체크,,,
844,삼성카드,463732,삼성비자,개인,비자,신용,,,
845,제주은행,463916,제주체크카드,개인,비자,체크,,,
846,하나카드,464092,하나카드,개인,비자,신용,,,
847,현대카드,464562,현대 비자,개인,비자,신용,,,
848,롯데카드,464637,롯데카드,개인,비자,신용,,,
849,롯데카드,464647,롯데카드,개인,비자,신용,,,
850,삼성카드,464942,삼성비자체크,개인,비자,체크,,,
851,현대카드,464955,현대비자개인,개인,비자,신용,,,
852,롯데카드,464959,롯데체크카드,개인,비자,체크,,,
853,현대카드,464960,현대비자개인,개인,비자,신용,,,
854,신한카드,464965,신한카드체크,개인,비자,체크,,,
855,하나카드,465306,하나체크카드,개인,비자,체크,,,
856,하나카드,465583,하나체크카드,개인,비자,체크,,,
857,BC카드,46561300,케이뱅크체크,개인,비자,체크,,,
858,BC카드,46561360,케이뱅크체크,개인,비자,체크,,,
859,신한카드,465887,신한프리미엄,개인,비자,신용,,,
860,씨티카드,465888,씨티카드,개인,비자,신용,,,
861,수협은행,465889,수협체크,개인,비자,체크,,,
862,현대카드,466571,현대비자개인,개인,비자,신용,,,
863,롯데카드,467006,롯데플래티늄,개인,비자,신용,,,
864,롯데카드,467007,롯데카드,개인,비자,신용,,,
865,롯데카드,467008,롯데카드,개인,비자,신용,,,
866,롯데카드,467009,롯데법인카드,법인,비자,신용,,,
867,삼성카드,467069,삼성비자법인,법인,비자,신용,,,
868,삼성카드,467077,삼성비자,개인,비자,신용,,,
869,하나카드,467120,하나기업,법인,비자,신용,,,
870,하나카드,467121,하나카드,개인,비자,신용,,,
871,하나카드,467122,하나카드,개인,비자,신용,,,
872,하나카드,467123,하나기업,법인,비자,신용,2025. 06,변경,
873,KB국민카드,467309,KB체크카드,개인,비자,체크,,,
874,삼성카드,467963,삼성비자,개인,비자,신용,,,
875,씨티카드,468780,씨티카드,개인,비자,신용,,,
876,씨티카드,468781,씨티카드,개인,비자,신용,,,
877,삼성카드,468908,삼성카드,개인,비자,기프트,,,
878,삼성카드,468911,삼성비자,개인,비자,신용,,,
879,삼성카드,468952,삼성비자,개인,비자,신용,,,
880,현대카드,469536,현대 비자,개인,비자,신용,,,
881,현대카드,469537,현대 비자,개인,비자,신용,,,
882,삼성카드,470399,삼성비자,개인,비자,신용,,,
883,삼성카드,470547,삼성비자법인,법인,비자,신용,,,
884,삼성카드,470587,삼성비자체크,개인,비자,체크,,,
885,삼성카드,470588,삼성비자체크,개인,비자,체크,,,
886,NH농협카드,470616,NH Platinum,개인,비자,신용,,,
887,NH농협카드,470617,NH Platinum,개인,비자,신용,,,
888,KB국민카드,470630,KB국민카드,개인,비자,신용,,,
889,KB국민카드,470631,KB국민카드,개인,비자,신용,,,
890,신한카드,472175,신한카드,개인,비자,신용,,,
891,신한카드,472246,신한카드체크,개인,비자,체크,,,
892,신한카드,472263,신한카드,개인,비자,신용,,,
893,신한카드,472264,신한카드체크,개인,비자,체크,,,
894,신한카드,472429,신한카드체크,개인,비자,체크,,,
895,전북은행,472637,전북JB카드,개인,비자,신용,2022. 10,매입사 변경,
896,전북은행,472897,전북JB카드,개인,비자,신용,2023. 10,변경,
897,NH농협카드,473058,NH Signiture,개인,비자,신용,,,
898,NH농협카드,473059,NH Signiture,개인,비자,신용,,,
899,삼성카드,473844,삼성비자,개인,비자,신용,,,
900,KB국민카드,473853,KB체크카드,개인,비자,체크,,,
901,삼성카드,473867,삼성비자,개인,비자,신용,,,
902,삼성카드,474289,삼성비자,개인,비자,신용,,,
903,삼성카드,474290,삼성비자,법인,비자,신용,,,
904,BC카드,474420,비씨카드,법인,비자,신용,,,
905,KB국민카드,474523,KB 기업카드,법인,비자,신용,,,
906,하나카드,474524,하나기업,법인,비자,신용,,,
907,하나카드,474606,하나기업체크,법인,비자,체크,,,
908,하나카드,474607,하나카드,개인,비자,신용,,,
909,하나카드,474608,하나체크카드,개인,비자,체크,,,
910,롯데카드,474817,롯데카드,개인,비자,신용,,,
911,BC카드,475503,IBK비씨카드,법인,비자,신용,,,
912,BC카드,475506,KB국민비씨카드,법인,비자,신용,,,
913,BC카드,475511,NH농협비씨카드,법인,비자,신용,,,
914,BC카드,475520,우리카드,법인,비자,신용,,,우리BC카드
915,BC카드,47552350,SC비씨카드,법인,비자,신용,,,
916,BC카드,47552360,SC비씨카드,법인,비자,신용,,,
917,BC카드,47552361,SC비씨카드,법인,비자,신용,,,
918,BC카드,47552362,SC비씨카드,법인,비자,신용,,,
919,BC카드,47552363,SC비씨카드,법인,비자,신용,,,
920,BC카드,47552364,SC비씨카드,법인,비자,신용,,,
921,BC카드,475525,하나SK비씨카드,법인,비자,신용,,,
922,BC카드,475527,씨티비씨카드,법인,비자,신용,,,
923,BC카드,475531,iM뱅크비씨카드,법인,비자,신용,2024. 11,변경,
924,BC카드,475532,부산비씨카드,법인,비자,신용,,,
925,BC카드,475539,경남비씨카드,법인,비자,신용,,,
926,삼성카드,476020,삼성비자,개인,비자,신용,,,
927,삼성카드,476021,삼성비자,개인,비자,신용,,,
928,신한카드,476063,신한카드체크,법인,비자,체크,,,
929,현대카드,477065,현대비자개인,개인,비자,신용,,,
930,현대카드,477570,현대비자개인,개인,비자,신용,,,
931,현대카드,477949,현대비자개인,개인,비자,신용,,,
932,신한카드,478892,신한카드,개인,비자,신용,,,
933,삼성카드,479588,삼성비자,개인,비자,신용,,,
934,하나카드,479589,하나카드,개인,비자,신용,,,
935,신한카드,480434,신한카드법인,법인,비자,신용,,,
936,하나카드,480443,하나카드,개인,비자,신용,,,
937,KB국민카드,480444,KB구매전용카드,법인,비자,신용,,,
938,광주은행,480451,광주신용,법인,비자,신용,,,
939,롯데카드,483543,롯데인피니트,개인,비자,신용,,,
940,롯데카드,483544,롯데법인인피니,법인,비자,신용,,,
941,신한카드,483578,신한카드,개인,비자,신용,,,
942,하나카드,483592,하나기업체크,법인,비자,체크,,,
943,BC카드,483632,부산비씨카드,개인,비자,신용,,,
944,BC카드,483639,경남비씨카드,법인,비자,신용,,,
945,신한카드,483792,신한카드,개인,비자,신용,,,
946,신한카드,483793,신한카드,개인,비자,신용,,,
947,삼성카드,484087,삼성비자,개인,비자,신용,,,
948,신한카드,484809,아이사랑체크,개인,비자,체크,,,
949,BC카드,48546200,케이뱅크체크,개인,비자,체크,,,
950,BC카드,48546260,케이뱅크체크,개인,비자,체크,,,
951,BC카드,48546261,케이뱅크체크,개인,비자,체크,,,
952,NH농협카드,485475,NH Infinity,개인,비자,신용,,,
953,NH농협카드,485476,NH Infinity,개인,비자,신용,,,
954,NH농협카드,485479,NH체크카드,개인,비자,체크,,,
955,NH농협카드,485480,NH체크카드,개인,비자,체크,,,
956,NH농협카드,485492,NH Signiture,법인,비자,신용,,,
957,NH농협카드,485493,NH Signiture,법인,비자,신용,,,
958,현대카드,486058,현대비자법인,법인,비자,신용,,,
959,삼성카드,486467,삼성비자법인,법인,비자,신용,,,
960,BC카드,486578,신한비씨카드,법인,비자,신용,,,
961,BC카드,486579,신한비씨카드,법인,비자,신용,,,
962,BC카드,486678,신한비씨카드,법인,비자,신용,,,
963,BC카드,486679,신한비씨카드,법인,비자,신용,,,
964,신한카드,487033,신한카드체크,개인,비자,체크,,,
965,롯데카드,488906,롯데체크카드,개인,비자,체크,,,
966,하나카드,488919,하나카드,개인,비자,신용,,,
967,하나카드,488920,하나기업,법인,비자,신용,,,
968,하나카드,488921,하나기업,법인,비자,신용,,,
969,롯데카드,488972,롯데카드,개인,비자,신용,,,
970,롯데카드,489010,롯데법인카드,법인,비자,신용,,,
971,현대카드,489016,현대비자개인,개인,비자,신용,,,
972,신한카드,489023,신한카드체크,개인,비자,체크,,,
973,롯데카드,489515,롯데카드,개인,비자,신용,,,
974,롯데카드,489904,롯데카드,개인,비자,신용,,,
975,BC카드,489930,우리카드,개인,비자,신용,,,우리BC카드
976,BC카드,490011,NH비씨카드,개인,비자,신용,,,
977,BC카드,490012,NH비씨카드,개인,비자,신용,,,
978,BC카드,490020,우리카드,개인,비자,신용,,,우리BC카드
979,BC카드,490220,우리카드,개인,비자,신용,,,우리BC카드
980,롯데카드,490274,롯데법인플래티,법인,비자,신용,,,
981,신한카드,490298,신한카드법인,법인,비자,신용,,,
982,BC카드,490603,BC 카드,개인,비자,신용,,,
983,BC카드,490606,BC 카드,개인,비자,신용,,,
984,BC카드,490611,NH비씨카드,개인,비자,신용,,,
985,BC카드,490612,NH비씨카드,개인,비자,신용,,,
986,BC카드,490620,비씨카드,개인,비자,신용,,,
987,BC카드,49062351,SC비씨카드,개인,비자,신용,,,
988,BC카드,49062360,SC비씨카드,개인,비자,신용,,,
989,BC카드,49062361,SC비씨카드,개인,비자,신용,,,
990,BC카드,49062362,SC비씨카드,개인,비자,신용,,,
991,BC카드,49062363,SC비씨카드,개인,비자,신용,,,
992,BC카드,49062364,SC비씨카드,개인,비자,신용,,,
993,BC카드,490625,하나SK비씨카드,개인,비자,신용,,,
994,BC카드,490631,iM뱅크비씨카드,개인,비자,신용,2024. 11,변경,
995,BC카드,490632,부산비씨카드,개인,비자,신용,,,
996,BC카드,490639,경남비씨카드,개인,비자,신용,,,
997,우리카드,491217,우리카드,개인,비자,신용,2023. 10,변경,
998,우리카드,491218,우리카드,개인,비자,신용,2023. 10,변경,
999,BC카드,492511,NH농협비씨카드,개인,비자,신용,,,
1000,BC카드,492512,NH농협비씨카드,개인,비자,신용,,,
1001,신한카드,493163,신한카드법인,법인,비자,신용,,,
1002,하나카드,493455,하나체크카드,개인,비자,체크,,,
1003,BC카드,496603,비씨체크카드,개인,비자,체크,,,
1004,전북은행,498737,전북JB카드,개인,비자,신용,2022. 10,매입사 변경,
1005,NH농협카드,498819,NH Titanium,개인,비자,신용,,,
1006,NH농협카드,498820,NH카드,개인,비자,신용,,,
1007,KB국민카드,502123,KB체크카드,개인,마스터,체크,,,
1008,하나카드,502928,하나체크카드,개인,마스터,체크,,,
1009,삼성카드,510003,삼성 마스타,개인,마스터,신용,,,
1010,씨티카드,510279,씨티카드,개인,마스터,신용,,,
1011,현대카드,510315,현대마스터개인,개인,마스터,신용,,,
1012,롯데카드,510554,롯데법인카드,법인,마스터,신용,,,
1013,신한카드,510737,신한카드체크,개인,마스터,체크,,,
1014,전북은행,511070,전북JB카드,법인,마스터,신용,2023. 10,변경,
1015,신한카드,511187,신한카드체크,개인,마스터,체크,,,
1016,전북은행,511390,전북JB카드,개인,마스터,신용,2023. 10,변경,
1017,하나카드,511845,하나체크카드,개인,마스터,체크,,,
1018,전북은행,511877,전북JB체크,개인,마스터,체크,2023. 10,변경,
1019,BC카드,511911,우리카드,개인,마스터,신용,,,우리BC카드
1020,전북은행,511929,전북JB카드,법인,마스터,신용,2023. 10,변경,
1021,삼성카드,512028,삼성 마스타,개인,마스터,신용,,,
1022,신한카드,512085,신한카드,개인,로컬,신용,,,
1023,현대카드,512114,현대마스터개인,개인,마스터,신용,,,
1024,현대카드,512351,현대 마스터,개인,마스터,신용,,,
1025,현대카드,512352,현대 마스터,개인,마스터,신용,,,
1026,현대카드,512353,현대 마스터,개인,마스터,신용,,,
1027,현대카드,512354,현대 마스터,개인,마스터,신용,,,
1028,현대카드,512355,현대 마스터,개인,마스터,신용,,,
1029,현대카드,512359,현대 마스터,개인,마스터,신용,,,
1030,삼성카드,512365,삼성 마스타,개인,마스터,신용,,,
1031,롯데카드,512462,롯데카드,개인,마스터,신용,,,
1032,현대카드,512609,현대 마스터,개인,마스터,신용,,,
1033,롯데카드,512635,롯데카드,개인,마스터,신용,,,
1034,현대카드,512647,현대마스터개인,개인,마스터,신용,,,
1035,전북은행,512668,전북JB카드,개인,마스터,신용,2023. 10,변경,
1036,BC카드,512813,우리카드,개인,마스터,신용,,,우리BC카드
1037,신한카드,512830,신한카드,개인,마스터,신용,,,
1038,BC카드,513041,IBK비씨카드,법인,마스터,신용,,,
1039,신한카드,513243,신한카드,개인,마스터,신용,,,
1040,BC카드,513459,iM뱅크비씨카드,개인,마스터,신용,2024. 11,변경,
1041,BC카드,513708,우리카드,개인,마스터,신용,,,우리BC카드
1042,롯데카드,513791,롯데카드,개인,마스터,신용,,,
1043,롯데카드,513792,롯데카드,개인,마스터,신용,,,
1044,롯데카드,513894,롯데카드,개인,마스터,신용,,,
1045,BC카드,514043,우리카드,개인,마스터,신용,,,우리BC카드
1046,전북은행,514091,전북JB체크,개인,마스터,체크,2023. 10,변경,
1047,전북은행,514110,전북JB카드,개인,마스터,신용,2023. 10,변경,
1048,전북은행,514473,전북JB체크,개인,마스터,체크,2022. 10,매입사 변경,
1049,KB국민카드,514557,KB국민카드,개인,마스터,신용,,,
1050,현대카드,514645,현대마스터개인,개인,마스터,신용,,,
1051,씨티카드,514876,씨티카드,개인,마스터,신용,,,
1052,신한카드,515197,신한카드체크,개인,마스터,체크,,,
1053,전북은행,515363,전북JB카드,개인,마스터,신용,2023. 10,변경,
1054,신한카드,515594,신한프리미엄,개인,마스터,신용,,,
1055,BC카드,515954,우리체크,개인,마스터,체크,,,우리BC카드
1056,BC카드,516006,우리카드,개인,마스터,신용,,,우리BC카드
1057,BC카드,516078,신한비씨카드,개인,마스터,신용,,,
1058,BC카드,516341,우리카드,개인,마스터,신용,,,우리BC카드
1059,하나카드,516411,하나체크카드,개인,마스터,체크,,,
1060,하나카드,516450,하나카드,개인,마스터,신용,,,
1061,KB국민카드,516453,KB국민카드,개인,마스터,신용,,,
1062,BC카드,516520,비씨카드,개인,마스터,신용,,,
1063,현대카드,516526,현대마스터개인,개인,마스터,신용,,,
1064,현대카드,516546,현대마스터개인,개인,마스터,신용,,,
1065,하나카드,516574,하나체크카드,개인,마스터,체크,,,
1066,BC카드,516695,경남비씨카드,개인,마스터,신용,,,
1067,현대카드,517067,현대마스터개인,개인,마스터,신용,,,
1068,신한카드,517134,신한카드체크,개인,마스터,체크,,,
1069,BC카드,517220,우리카드,법인,마스터,신용,,,우리BC카드
1070,KB국민카드,517332,KB체크카드,개인,마스터,체크,,,
1071,KB국민카드,517364,KB기업카드,법인,마스터,신용,,,
1072,BC카드,517548,부산비씨체크,개인,마스터,체크,,,
1073,BC카드,517560,경남비씨체크,개인,마스터,체크,,,
1074,KB국민카드,517575,KB체크카드,개인,마스터,체크,,,
1075,삼성카드,517662,삼성 마스타,개인,마스터,신용,,,
1076,삼성카드,517827,삼성 마스타,개인,마스터,신용,,,
1077,BC카드,518135,iM뱅크비씨체크,법인,마스터,체크,2024. 11,변경,
1078,현대카드,518140,현대마스터개인,개인,마스터,신용,,,
1079,신한카드,518171,신한카드,개인,로컬,신용,,,
1080,하나카드,518185,하나카드,개인,마스터,신용,,,
1081,하나카드,518283,하나카드,개인,마스터,신용,,,
1082,BC카드,518420,비씨카드,법인,마스터,신용,,,
1083,신한카드,518432,신한카드,개인,마스터,신용,,,
1084,전북은행,518669,SSG카드,개인,마스터,신용,2022. 10,매입사 변경,
1085,삼성카드,518831,삼성 마스타,개인,마스터,신용,,,
1086,현대카드,518928,현대 마스터,개인,마스터,신용,,,
1087,현대카드,518929,현대 마스터,개인,마스터,신용,,,
1088,현대카드,518930,현대 마스터,개인,마스터,신용,,,
1089,BC카드,519023,우리체크,개인,마스터,체크,,,우리BC카드
1090,롯데카드,519157,롯데카드,개인,마스터,신용,,,
1091,롯데카드,519335,롯데카드,개인,마스터,신용,,,
1092,신한카드,519635,신한법인체크,법인,마스터,체크,,,
1093,하나카드,519657,하나체크카드,개인,마스터,체크,,,
1094,하나카드,519718,하나카드,개인,마스터,신용,,,
1095,롯데카드,519751,롯데카드,개인,마스터,신용,,,
1096,씨티카드,519892,씨티체크,개인,마스터,체크,,,
1097,삼성카드,520025,삼성마스타가상,개인,마스터,신용,,,
1098,롯데카드,520045,롯데카드,개인,마스터,신용,,,
1099,KB국민카드,520172,KB국민카드,개인,마스터,신용,,,
1100,현대카드,520421,현대 마스터,개인,마스터,신용,,,
1101,현대카드,520422,현대 마스터,개인,마스터,신용,,,
1102,KB국민카드,520504,KB체크카드,법인,마스터,체크,,,
1103,롯데카드,520613,롯데법인카드,법인,마스터,신용,2026. 04,삭제,
1104,BC카드,520667,우리카드,개인,마스터,신용,,,우리BC카드
1105,KB국민카드,521135,KB국민카드,개인,마스터,신용,,,
1106,BC카드,521176,SC비씨체크,개인,마스터,체크,,,
1107,신한카드,521189,신한카드체크,개인,마스터,체크,,,
1108,BC카드,521717,IBK비씨카드,법인,마스터,신용,,,
1109,롯데카드,521718,롯데카드,개인,마스터,신용,,,
1110,KB국민카드,522108,KB국민카드,개인,마스터,신용,,,
1111,KB국민카드,522109,KB체크프리패스,개인,마스터,체크,,,
1112,현대카드,522111,현대 마스터,개인,마스터,신용,,,
1113,현대카드,522112,현대 카드,개인,마스터,신용,,,
1114,현대카드,522114,현대 마스터,개인,마스터,신용,,,
1115,현대카드,522115,현대 마스터,개인,마스터,신용,,,
1116,현대카드,522119,현대 마스터,개인,마스터,신용,,,
1117,현대카드,522123,현대 마스터,개인,마스터,신용,,,
1118,현대카드,522124,현대 마스터,개인,마스터,신용,,,
1119,현대카드,522125,현대 마스터,개인,마스터,신용,,,
1120,현대카드,522129,현대 마스터,개인,마스터,신용,,,
1121,신한카드,522447,신한카드,개인,마스터,신용,,,
1122,전북은행,522509,전북JB카드,개인,마스터,신용,2022. 10,매입사 변경,
1123,KB국민카드,522802,KB국민카드,개인,마스터,신용,,,
1124,삼성카드,522855,삼성 마스타,개인,마스터,신용,,,
1125,삼성카드,522894,삼성 마스타,개인,마스터,신용,,,
1126,KB국민카드,522971,KB 다이아몬드,개인,마스터,신용,,,
1127,씨티카드,523401,씨티카드,법인,마스터,신용,,,
1128,씨티카드,523402,씨티카드,법인,마스터,신용,,,
1129,BC카드,523424,우리카드,법인,마스터,신용,,,우리BC카드
1130,BC카드,523504,하나비씨체크,개인,마스터,체크,,,
1131,신한카드,523521,신한카드,개인,마스터,신용,,,
1132,BC카드,52352751,SC비씨카드,개인,마스터,신용,,,
1133,BC카드,52352760,SC비씨카드,개인,마스터,신용,,,
1134,BC카드,52352761,SC비씨카드,개인,마스터,신용,,,
1135,BC카드,52352762,SC비씨카드,개인,마스터,신용,,,
1136,BC카드,52352763,SC비씨카드,개인,마스터,신용,,,
1137,BC카드,52352764,SC비씨카드,개인,마스터,신용,,,
1138,KB국민카드,523612,KB국민카드,개인,마스터,신용,,,
1139,롯데카드,523651,롯데카드,개인,마스터,신용,,,
1140,하나카드,523830,하나체크카드,개인,마스터,체크,,,
1141,현대카드,523930,현대마스터개인,개인,마스터,신용,,,
1142,현대카드,524012,현대 카드,개인,마스터,신용,,,
1143,현대카드,524015,현대 마스터,개인,마스터,신용,,,
1144,현대카드,524019,현대 마스터,개인,마스터,신용,,,
1145,현대카드,524021,현대 마스터,개인,마스터,신용,,,
1146,현대카드,524022,현대 마스터,개인,마스터,신용,,,
1147,현대카드,524023,현대 마스터,개인,마스터,신용,,,
1148,현대카드,524024,현대 마스터,개인,마스터,신용,,,
1149,현대카드,524025,현대 마스터,개인,마스터,신용,,,
1150,KB국민카드,524028,KB국민카드,개인,마스터,신용,,,
1151,현대카드,524029,현대 마스터,개인,마스터,신용,,,
1152,현대카드,524041,현대 마스터,개인,마스터,신용,,,
1153,NH농협카드,524140,NH Titanium,개인,마스터,신용,,,
1154,NH농협카드,524141,NH Titanium,개인,마스터,신용,,,
1155,씨티카드,524144,씨티카드,개인,마스터,신용,,,
1156,하나카드,524180,하나카드,개인,마스터,신용,,,
1157,BC카드,524220,우리카드,개인,마스터,신용,,,우리BC카드
1158,하나카드,524242,하나체크카드,개인,마스터,체크,,,
1159,BC카드,524286,경남비씨체크,개인,마스터,체크,,,
1160,현대카드,524333,현대 마스터,개인,마스터,신용,,,
1161,하나카드,524335,하나카드,개인,마스터,신용,,,
1162,BC카드,524531,iM뱅크비씨카드,개인,마스터,신용,2024. 11,변경,
1163,신한카드,524603,신한카드,개인,마스터,신용,,,
1164,현대카드,524713,현대 마스터,개인,마스터,신용,,,
1165,KB국민카드,525316,KB체크카드,개인,마스터,체크,,,
1166,BC카드,525549,우리카드,법인,마스터,신용,,,우리BC카드
1167,롯데카드,525563,롯데카드,개인,마스터,신용,,,
1168,삼성카드,525783,삼성 마스타,개인,마스터,신용,,,
1169,KB국민카드,525982,KB국민카드,개인,마스터,신용,,,
1170,수협은행,525989,수협카드,개인,마스터,신용,,,
1171,BC카드,526198,하나비씨카드,개인,마스터,신용,,,
1172,신한카드,526373,신한카드체크,개인,마스터,체크,,,
1173,BC카드,526878,신한비씨카드,개인,마스터,신용,,,
1174,신한카드,527182,신한카드체크,개인,마스터,체크,,,
1175,삼성카드,527257,삼성마스타법인,법인,마스터,신용,,,
1176,KB국민카드,527289,KB체크카드,개인,마스터,체크,,,
1177,신한카드,527731,신한카드,개인,마스터,신용,,,
1178,씨티카드,527810,씨티체크,개인,마스터,체크,,,
1179,현대카드,528054,현대 마스터,개인,마스터,신용,,,
1180,전북은행,528268,전북JB카드,개인,마스터,신용,2022. 10,매입사 변경,
1181,현대카드,528274,현대마스터법인,법인,마스터,신용,,,
1182,하나카드,528523,하나카드,개인,마스터,신용,,,
1183,신한카드,528638,신한카드,개인,마스터,신용,,,
1184,NH농협카드,528664,NH체크카드,법인,마스터,체크,,,
1185,NH농협카드,528665,NH체크카드,법인,마스터,체크,,,
1186,BC카드,528692,경남비씨체크,개인,마스터,체크,,,
1187,현대카드,528815,현대마스터개인,개인,마스터,신용,,,
1188,우리카드,528936,우리카드,개인,마스터,신용,2023. 10,변경,
1189,롯데카드,528937,롯데플래티늄,개인,마스터,신용,,,
1190,현대카드,528949,현대 마스터,개인,마스터,신용,,,
1191,현대카드,528951,현대 마스터,개인,마스터,신용,,,
1192,BC카드,529014,IBK비씨카드,법인,마스터,신용,,,
1193,신한카드,529269,CJ ONE,개인,마스터,신용,,,
1194,BC카드,529803,IBK비씨체크,법인,마스터,체크,,,
1195,하나카드,529875,하나카드,개인,마스터,신용,,,
1196,하나카드,529877,하나카드,개인,마스터,신용,,,
1197,삼성카드,529899,삼성마스터,개인,마스터,신용,,,
1198,현대카드,529942,현대마스터개인,개인,마스터,신용,,,
1199,신한카드,530369,신한카드법인,법인,마스터,신용,,,
1200,BC카드,530432,부산비씨카드,개인,마스터,신용,,,
1201,삼성카드,531070,삼성 마스타,개인,마스터,신용,,,
1202,삼성카드,531072,삼성 마스타,개인,마스터,신용,,,
1203,삼성카드,531080,삼성 마스타,개인,마스터,신용,,,
1204,삼성카드,531082,삼성 마스타,개인,마스터,신용,,,
1205,삼성카드,531085,삼성 마스타,개인,마스터,신용,,,
1206,삼성카드,531088,삼성 마스타,개인,마스터,신용,,,
1207,BC카드,531194,IBK비씨체크,개인,마스터,체크,,,
1208,신한카드,531408,신한카드,개인,마스터,신용,,,
1209,하나카드,531838,하나체크카드,개인,마스터,체크,,,
1210,하나카드,532092,하나체크카드,개인,마스터,체크,,,
1211,신한카드,532105,신한카드법인,법인,마스터,신용,,,
1212,하나카드,532147,하나카드,개인,마스터,신용,,,
1213,현대카드,532188,현대마스터개인,개인,마스터,신용,,,
1214,현대카드,532296,현대마스터개인,개인,마스터,신용,,,
1215,BC카드,532444,우리카드,개인,마스터,신용,,,우리BC카드
1216,삼성카드,532707,삼성마스터법인,법인,마스터,신용,,,
1217,하나카드,532750,토스뱅크,개인,마스터,신용,,,
1218,현대카드,532793,현대마스터개인,개인,마스터,신용,,,
1219,BC카드,532799,우리카드,개인,마스터,신용,,,우리BC카드
1220,신한카드,532913,신한카드,개인,마스터,신용,,,
1221,BC카드,533032,부산비씨카드,법인,마스터,신용,,,
1222,하나카드,533427,하나기업체크,법인,마스터,체크,,,
1223,KB국민카드,533774,KB국민카드,개인,마스터,신용,,,
1224,롯데카드,533872,롯데카드,개인,마스터,신용,,,
1225,BC카드,534132,우리체크,개인,마스터,체크,,,우리BC카드
1226,롯데카드,534292,롯데카드,개인,마스터,신용,,,
1227,BC카드,535020,우리카드,개인,마스터,신용,,,우리BC카드
1228,수협은행,535052,수협카드,법인,마스터,신용,,,
1229,신한카드,535180,신한카드체크,개인,마스터,체크,,,
1230,삼성카드,536125,삼성마스타체크,개인,마스터,체크,,,
1231,삼성카드,536142,삼성 마스타,개인,마스터,신용,,,
1232,삼성카드,536148,삼성 마스타,개인,마스터,신용,,,
1233,삼성카드,536181,삼성 마스타,개인,마스터,신용,,,
1234,BC카드,536320,우리카드,개인,마스터,신용,,,우리BC카드
1235,BC카드,536323,SC비씨카드,개인,마스터,신용,,,
1236,KB국민카드,536326,KB국민카드,개인,마스터,신용,,,
1237,신한카드,536460,신한카드,개인,마스터,신용,,,
1238,KB국민카드,536510,카카오뱅크체크,개인,마스터,체크,,,
1239,롯데카드,536539,롯데카드,개인,마스터,신용,,,
1240,삼성카드,536617,삼성마스타체크,개인,마스터,체크,,,
1241,BC카드,53662349,SC비씨체크,개인,마스터,체크,,,
1242,BC카드,53662351,SC비씨체크,개인,마스터,체크,,,
1243,BC카드,53662360,SC비씨체크,개인,마스터,체크,,,
1244,BC카드,53662361,SC비씨체크,개인,마스터,체크,,,
1245,BC카드,53662362,SC비씨체크,개인,마스터,체크,,,
1246,BC카드,53662363,SC비씨체크,개인,마스터,체크,,,
1247,BC카드,53662364,SC비씨체크,개인,마스터,체크,,,
1248,KB국민카드,536624,KB국민카드,개인,마스터,신용,,,
1249,삼성카드,536648,삼성 마스타,개인,마스터,신용,,,
1250,BC카드,536802,우리카드,개인,마스터,신용,,,우리BC카드
1251,수협은행,536883,수협체크,개인,마스터,체크,,,
1252,수협은행,536945,수협카드,법인,마스터,신용,,,
1253,수협은행,536946,수협체크,법인,마스터,체크,,,
1254,전북은행,536984,전북JB카드,법인,마스터,신용,2022. 10,매입사 변경,
1255,BC카드,537042,우리체크,개인,마스터,체크,,,우리BC카드
1256,BC카드,537044,우리카드,개인,마스터,신용,,,우리BC카드
1257,BC카드,537102,우리체크,개인,마스터,체크,,,우리BC카드
1258,BC카드,537120,우리카드,개인,마스터,신용,,,우리BC카드
1259,BC카드,537145,우리체크,개인,마스터,체크,,,우리BC카드
1260,하나카드,537614,하나기업체크,법인,마스터,체크,,,
1261,BC카드,537620,우리카드,개인,마스터,신용,,,우리BC카드
1262,BC카드,537659,우리카드,개인,마스터,신용,,,우리BC카드
1263,현대카드,537692,현대마스터개인,개인,마스터,신용,,,
1264,BC카드,537703,BC 카드,개인,마스터,신용,,,
1265,BC카드,537706,BC 카드,개인,마스터,신용,,,
1266,BC카드,537711,NH비씨카드,개인,마스터,신용,,,
1267,BC카드,537712,NH비씨카드,개인,마스터,신용,,,
1268,BC카드,537720,비씨카드,개인,마스터,신용,,,
1269,BC카드,537723,SC비씨카드,개인,마스터,신용,,,
1270,BC카드,537725,하나SK비씨카드,개인,마스터,신용,,,
1271,BC카드,537727,씨티비씨카드,개인,마스터,신용,,,
1272,BC카드,537731,iM뱅크비씨카드,개인,마스터,신용,2024. 11,변경,
